"id","url","title","organicClicks90d","impressions90d","backlinks","relevance","quality","canibalization","decision","targetUrl","reason","approvedBy","implementedAt"
"5712","https://doble3d.cl/aplicaciones-web/","Optimice su Entrenamiento: Conozca las Aplicaciones Web para Capacitación","","","","high","medium","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5454","https://doble3d.cl/realidad-mixta-industria-alimentaria/","Realidad Mixta: Revolucionando la Seguridad en la Industria Alimentaria para Reducir Accidentes","","","","high","medium","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5410","https://doble3d.cl/chile-se-suma-a-la-revolucion-inmersiva/","Capacitación en realidad virtual en Chile: la revolución inmersiva","","","","high","medium","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5376","https://doble3d.cl/gamificacion-capacitacion/","Desbloquea el Potencial de tu Equipo: Cómo la Gamificación Transforma la Capacitación Industrial para Mayor Compromiso y Retención","","","","high","strong","","keep","","Relevante y con señales técnicas suficientes en el inventario público.","",""
"5254","https://doble3d.cl/avatares-ia-para-datos/","Innovación en la Capacitación: Cómo los Avatares de IA Están Transformando Las Industrias","","","","high","strong","","keep","","Relevante y con señales técnicas suficientes en el inventario público.","",""
"5172","https://doble3d.cl/visualizadores-3d-para-mineria/","Visualizadores 3D para Minería","","","","high","weak","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5094","https://doble3d.cl/avatares-con-inteligencia-artificial/","Avatares con Inteligencia Artificial: Un Aliado en la Capacitación Industrial","","","","high","weak","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5090","https://doble3d.cl/realidad-mixta-mineria-multiplayer/","¿Qué es y para qué sirve el Multiplayer en Realidad Virtual y Mixta?","","","","high","medium","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5086","https://doble3d.cl/inteligencia-artificial-en-aplicaciones/","¿Cuáles son las ventajas de integrar la inteligencia artificial en las aplicaciones?","","","","high","weak","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5083","https://doble3d.cl/escalabilidad-organica/","Escalabilidad orgánica en aplicaciones: La clave para un desarrollo sostenible","","","","medium","weak","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5080","https://doble3d.cl/soporte-en-desarrollos/","¿Por qué es importante el soporte postventa en los desarrollos tecnológicos?","","","","medium","weak","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5075","https://doble3d.cl/no-mas-plataformas/","Cuando trabajamos contigo, nos adaptamos a tu plataforma, no te vendemos una nueva","","","","medium","weak","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5053","https://doble3d.cl/realidad-virtual-mineria-interfaces/","¿Cómo llegamos a este punto en el diseño de aplicaciones e interfaces amigables para el usuario en realidad virtual para minería?","","","","high","medium","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
"5014","https://doble3d.cl/desarrollar-videos-3d/","Videos 3D para minería: capacitación visual para alto riesgo","","","","high","medium","","improve","","Revisar profundidad, fuentes, metadatos y enlazado antes de decidir consolidación.","",""
